id,task_id,employee_id,allocated_hours,actual_hours,created_at,deadline,deadline_type,deadline_reason,priority,completed_at
1a67dea6-c3a9-4bc9-9811-d39497b58d28,c60bcbc3-adf4-41a5-88bf-7f2599f9f20f,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.00,0.00,2025-10-08 07:44:15.258381+00,,soft,,medium,
1db6a9c6-0abf-415b-9d1d-2bfd17f7a9ec,47302d0c-6998-4706-b3a0-af6a5f036628,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-08 07:39:44.076899+00,,soft,,medium,
21bea7e8-b755-49fc-a459-c03cf8c0969d,838b909c-a690-4edb-a484-865a0528e1ee,9d6f7300-cca0-41a2-84c8-81f0eb490a58,1.00,0.00,2025-10-09 11:36:31.249014+00,,soft,,medium,
2225b706-43cc-43e4-967e-a3845cc6e5ca,da4d568b-1ed7-4e59-853e-86906a0deec8,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-10 07:30:38.176921+00,,soft,,medium,
22b7db8c-75b3-46de-bb13-0c13aff7e202,e2ec071c-e3b5-4bad-9a45-a06ea94bc582,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,4.00,0.00,2025-10-02 16:11:53.901671+00,,soft,,medium,
23444f4e-ae57-479f-8343-53a3e20e7046,1a4d51b6-5574-4d15-8d92-0be90d4183e6,71c3e755-066e-4c10-ad5f-81e807fb6aa7,2.00,0.00,2025-10-08 07:08:17.11661+00,,soft,,medium,
23d76c05-ab67-4e53-bc0d-7feca2196aad,e924bc0f-1158-47d8-9ef5-047601ee8a2c,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-06 18:37:28.544551+00,,soft,,medium,
28f08098-92d3-4a78-80fc-67dbc8d9ba15,bf15c191-ebd1-4d6f-98e9-7fbcd5674f67,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-08 07:38:09.448715+00,,soft,,medium,
2aec2a51-ac39-4063-922b-50568682f33d,cc2cb4c9-b791-4cd3-a6e6-64118c0f0937,43d9b4e2-255d-41d3-8bce-4b59332ee697,8.00,0.00,2025-10-09 12:09:50.684559+00,,soft,,medium,
2eeea4a2-26ce-43ec-9688-209a550f4489,21e621bf-08e3-4076-a3d2-4436baeef32b,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-22 07:39:25.410187+00,,soft,,medium,
313ae36f-3d23-4ad6-b222-1270ede60407,60dc4f71-6913-44af-aac1-b18b32416a33,df943449-d2c0-4ac8-bd3d-620c15690fa9,3.00,0.00,2025-10-08 09:52:29.819541+00,,soft,,medium,
31c7d364-b769-491e-981f-144a7bb09118,3102eeaf-b6b3-48db-8b6d-f2232e4f1b8e,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.50,0.00,2025-10-14 20:26:07.943641+00,,soft,,medium,
31ce27d7-eb85-4fa8-be3b-d8c8f1f8f4a1,6b242c3e-da94-45c2-9ac2-20963109dccf,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.00,0.00,2025-10-06 18:39:06.444316+00,,soft,,medium,
31d702a3-0213-4183-a5c4-695407b7fbc0,ce63bc9c-ddcd-4839-b4cb-32380b0e4cbe,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-06 06:17:49.363194+00,,soft,,medium,
33701a1c-0d12-4115-a552-58df996adf54,f54e5baa-d272-4734-8181-b7f41b389a7a,71c3e755-066e-4c10-ad5f-81e807fb6aa7,2.00,0.00,2025-10-08 07:13:20.639156+00,,soft,,medium,
347cbde9-550b-41df-b2a2-49ce2a265210,a7397866-81d7-4cf2-afe5-b95b9a6ac57b,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-21 07:32:01.53051+00,,soft,,medium,
3591e974-57e7-4708-8f50-0fbf3cf57771,b59b4e1e-ce21-4a31-904b-eb87ad635f69,df943449-d2c0-4ac8-bd3d-620c15690fa9,3.00,0.00,2025-10-08 12:06:09.742653+00,,soft,,medium,
3835f6ad-5f27-4010-84b9-2250916e56bb,1b5b6ce9-140b-4510-852e-03bd9fa668ae,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.00,0.00,2025-10-06 18:38:28.615481+00,,soft,,medium,
38677d6b-ef82-4061-97b6-e221071e3c7a,d3950faa-d116-4b66-994a-046ff82b5a71,43d9b4e2-255d-41d3-8bce-4b59332ee697,8.00,0.00,2025-09-30 21:53:44.13916+00,,soft,,medium,
3b6a95bb-28f3-41ed-99a3-fd689888aa28,953eeb95-111b-4313-ac93-48fcc6a64207,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,9.00,0.00,2025-10-13 08:44:28.290092+00,,soft,,medium,
3bd9600a-e8f3-46a8-8798-55eac2ee4ae3,b271b595-9c8e-456b-b42b-25ada47a3fde,43d9b4e2-255d-41d3-8bce-4b59332ee697,9.00,0.00,2025-10-02 16:44:36.851974+00,,soft,,medium,
3ed3907e-b21f-4beb-97b7-010dfa6ddca4,3d9155a4-c8fc-437c-b3ac-fff5370e2d50,9d6f7300-cca0-41a2-84c8-81f0eb490a58,5.00,0.00,2025-10-07 07:56:21.913034+00,,soft,,medium,
3f2138be-4ec4-4318-bc28-5e4e9be28fe1,ce693bf5-b70f-4006-8ff6-9c4ea3d0f101,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.00,0.00,2025-10-08 07:35:43.673268+00,,soft,,medium,
491e5e46-26b0-49d4-945c-b16c82742438,e4f1d3a9-f7ec-480a-9f47-19e2f50ebe61,71c3e755-066e-4c10-ad5f-81e807fb6aa7,2.00,0.00,2025-10-08 07:12:59.49833+00,,soft,,medium,
4c332204-24d3-45eb-a4ec-0cf539a3928f,36c4f5b6-db1a-449c-843d-a66b4ed0f1a0,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-20 12:10:30.934348+00,,soft,,medium,
4c6a4a51-bdc1-407f-b6df-f97db3f28ecc,fc1718d5-2826-4224-91c6-a36de9cf9408,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.00,0.00,2025-10-10 07:26:24.694881+00,,soft,,medium,
4f41ade3-7daf-40d4-a63c-59ef69d0d983,859b362d-2264-4705-9f31-9f87b171245a,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2.00,0.00,2025-10-09 06:40:25.60181+00,,soft,,medium,
5000acdd-26b7-4798-aba1-3da8b19aa2ee,a5b29fbe-fd21-41b1-9e24-0553fd3361d3,43d9b4e2-255d-41d3-8bce-4b59332ee697,7.00,0.00,2025-10-09 12:05:33.875526+00,,soft,,medium,
50c2e611-1ccd-41b9-b86e-f95fac09c998,2e0b59a3-74aa-4279-b345-1c6604f9bd90,e67f47f1-1413-416f-b6fd-c640886ef4fe,8.00,0.00,2025-10-03 09:47:46.707429+00,,soft,,medium,
54103061-f4ee-4f3d-8b23-7071f485e70a,6dd4b16f-d1b2-4af9-9863-c28cbc3fd2d1,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.00,0.00,2025-10-06 07:59:29.836852+00,,soft,,medium,
56d5871f-c461-4779-ac7c-2c11bea0c749,2c55ccff-e977-43c2-8df2-fa8967b51273,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-16 07:14:11.939239+00,,soft,,medium,
594aa21a-b6b0-40ea-bdd5-39fe558e8107,d3898e7d-8308-48ac-9b4f-a6094654d80d,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-10 07:27:40.506994+00,,soft,,medium,
5c46c512-1f9f-450c-b1f0-364079ea929a,328c53f3-a1c9-446c-90e8-1df17484bedd,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,0.60,0.00,2025-10-07 06:25:20.26944+00,,soft,,medium,
5f7ea89f-b655-4404-8d83-e2c6309d2a7d,c05e123a-7290-4702-8384-0e77338b9ba4,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,8.00,0.00,2025-10-14 20:25:47.526511+00,,soft,,medium,
5fd20f54-9d18-47b1-a3df-b72016b35cc3,1223635f-f580-4316-9388-78bce1254e3f,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,3.00,0.00,2025-10-02 16:11:36.036147+00,,soft,,medium,
5ff76201-cf09-4752-a69c-1a3ec7436078,2edac0a2-4c25-44c7-ae0b-a502f4d769ed,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2.00,0.00,2025-10-02 16:19:00.543966+00,,soft,,medium,
601e37b9-8b24-49c8-a7f1-44f9793b5791,bcd09138-5aae-469b-b2a2-ecdd1fc23bf3,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-16 07:13:20.783064+00,,soft,,medium,
632c4205-4bb3-4de7-a11b-0fd2612b4fb7,eae7dde1-333a-4099-af1d-6189c9eba356,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.00,0.00,2025-10-22 07:35:12.005608+00,,soft,,medium,
639eac8e-8859-4957-862c-52ee6085c7ad,e7889ccc-248d-41d9-8a77-59fd4486d595,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2.00,0.00,2025-10-06 11:01:06.279844+00,,soft,,medium,
6453c23c-1dd6-4ece-8675-1b3cb39ff650,dfbf75b8-be58-4e0b-82ce-4b7884b52e66,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.00,0.00,2025-10-17 11:20:01.914952+00,,soft,,medium,
657a4663-e8f3-4ac3-a455-160eedfebcad,04cd4124-fd41-4b37-9049-d58f8427582f,9d6f7300-cca0-41a2-84c8-81f0eb490a58,3.00,0.00,2025-10-09 08:47:47.964677+00,,soft,,medium,
662302de-c88d-4b57-9707-5b359b2180a0,7e85d41f-6787-4f65-a2b7-7b10a0eb7dba,71c3e755-066e-4c10-ad5f-81e807fb6aa7,5.00,0.00,2025-10-08 19:35:12.976833+00,,soft,,medium,
68512ada-77ee-46e9-a4df-a692ab98f313,1523d93b-e22b-4ac5-8ead-b5672e017b3a,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-14 07:31:53.147172+00,,soft,,medium,
6896b947-a341-444e-a805-6a614dbed096,ee3d7fd7-21cc-4c2b-923f-fc264d29ab77,9d6f7300-cca0-41a2-84c8-81f0eb490a58,9.00,0.00,2025-10-06 05:04:17.706734+00,,soft,,medium,
6bdcb0f7-01af-47e7-8426-b99c7cf1dd8e,e301ed42-d8dc-40d6-9a8d-da5ccc63606d,71c3e755-066e-4c10-ad5f-81e807fb6aa7,2.00,0.00,2025-10-08 07:08:49.533115+00,,soft,,medium,
6c66b234-8cde-40ae-aad9-9149a4ae2da5,3856416d-6ed9-4852-ba22-50efe94e63b5,9d6f7300-cca0-41a2-84c8-81f0eb490a58,1.50,0.00,2025-10-09 11:35:20.67574+00,,soft,,medium,
6da425c5-c3f4-4b35-9f71-5ddb57d050a6,ec316452-a6dc-4c28-989f-554938d2afdf,43d9b4e2-255d-41d3-8bce-4b59332ee697,2.00,0.00,2025-09-30 14:11:33.068893+00,,soft,,medium,
77916bb3-8337-4290-b47c-7e4475fb8d87,2fcc18d6-f8e0-4d07-a9c1-8ca21c2cf104,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2.00,0.00,2025-10-09 07:35:36.004479+00,,soft,,medium,
77e79a27-d2bd-4ca8-af69-0a6c0f0d806c,02b2cf9b-5801-4e5d-add4-371dcf015bdd,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,0.50,0.00,2025-09-30 07:00:16.889679+00,,soft,,medium,
7a77ba28-29ec-4b55-8e45-8d7d239f7385,eaf99be4-b3a3-4555-ab80-a1506ac9db5b,43d9b4e2-255d-41d3-8bce-4b59332ee697,8.00,0.00,2025-10-09 12:04:54.550672+00,,soft,,medium,
7b018bd5-1bcd-464d-8919-a134f99aa4da,72edf77e-1662-4e5d-8a6d-04e40b4f20c5,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-16 07:11:44.004033+00,,soft,,medium,
7e11be8b-4b7f-4c82-90bd-492db59eb7b1,38ec9011-d902-4895-9526-0cecb6bc09fc,46f9b199-11a1-460e-b285-f3ca3b11bd3e,5.50,0.00,2025-10-03 08:19:11.667738+00,,soft,,medium,
7ee04909-96d2-4521-9b61-e3aab98ce1d1,25046701-3680-4f2a-91d7-150b5606dbe7,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-21 07:32:35.934909+00,,soft,,medium,
7f19fb3d-c420-4f00-a1bb-dc4cc30a3a46,da2ba54b-33a9-46b1-ac09-e196633ef887,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,3.00,0.00,2025-10-21 07:34:22.77428+00,,soft,,medium,
7ff56cd0-5502-407e-9ee3-58294d2463a7,500e4276-385b-45a8-8925-9c3bf9656999,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.00,0.00,2025-10-09 07:36:07.233461+00,,soft,,medium,
815ff6ef-9e4d-4606-bab7-32d7cd3a9067,d04c1b80-694d-4c0c-9001-6177003a44a6,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,1.00,0.00,2025-10-10 05:12:11.192807+00,,soft,,medium,
81f60fc0-e221-4df1-b91f-3e86c6e16f7d,ae11b7ac-f7c0-4c2e-836a-72e94542a1de,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.00,0.00,2025-10-13 08:45:47.407438+00,,soft,,medium,
85c85a9d-58fb-4b91-a030-9cc819014673,ff3852fc-e934-4dc1-a732-b5eb0ed50b75,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,0.50,0.00,2025-10-06 04:53:53.732841+00,,soft,,medium,
85cdda5d-d446-4f08-bde2-0cf0c906b3f1,4d002f21-5c2c-4c24-8ecc-ade1b90702a9,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,3.50,0.00,2025-10-21 07:34:45.955166+00,,soft,,medium,
88986317-ed85-407f-b01d-f235c8702200,da99cda9-1540-4c3e-a7e7-4bd8eae935c7,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,3.00,0.00,2025-10-20 07:34:47.650181+00,,soft,,medium,
88fbb8a2-c049-4fc0-ba26-341299713106,94a86909-8b4d-423c-9b43-0607f39ec774,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,1.00,0.00,2025-10-07 06:37:38.590668+00,,soft,,medium,
894eb6ee-a842-42f5-9b3d-d87031f2f3aa,4965ad14-0f17-4858-83c6-f066ee508ff0,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2.00,0.00,2025-10-10 07:26:02.991657+00,,soft,,medium,
8a664dad-c466-4048-98b2-9d2e07983973,16136cfe-810e-44f2-bd56-61a9c5f59927,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,0.50,0.00,2025-09-30 08:50:38.368756+00,,soft,,medium,
8bc286fc-7fd8-4a16-91a4-f262cfe9497c,740ba8c8-daa8-4b1b-98e7-cd3f16090eb0,3fa63763-42e0-4ffa-8eb4-e25762df96db,24.00,0.00,2025-10-07 03:48:43.812776+00,,soft,,medium,
8c307476-baeb-4c99-b53e-b93074ec88de,debd46d4-8817-42bb-ab07-a155d2c5010f,43d9b4e2-255d-41d3-8bce-4b59332ee697,3.00,0.00,2025-09-30 15:31:43.550895+00,,soft,,medium,
8dd0535a-ef26-4fc8-ba59-dc17da36d8a1,8a75f2dc-16ba-4ff9-b3c6-fb21d9cf92a6,9d6f7300-cca0-41a2-84c8-81f0eb490a58,20.00,0.00,2025-10-14 07:49:53.757334+00,,soft,,medium,
90cb5bac-c395-4fb9-936c-64cd30c48b2e,7ba468ea-98e3-4052-92c6-5d5c745f3feb,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-21 07:33:33.396656+00,,soft,,medium,
9751434f-3e36-407a-a40a-f04f23f15d99,3fe68925-119d-4417-b97f-58a9f93f2f26,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,4.50,0.00,2025-10-16 14:58:43.758702+00,,soft,,medium,
9b17998c-dda2-4044-ba59-b90cd1b4c25b,cdff6ebe-de94-44dd-8af5-06519e0f0763,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-21 07:35:23.789202+00,,soft,,medium,
9c96dfc7-2052-4ab4-8062-e40b44bcbd72,ba5ed648-4db0-4fb9-9ce9-adeeccb77bf0,43d9b4e2-255d-41d3-8bce-4b59332ee697,6.00,0.00,2025-10-09 12:09:15.18128+00,,soft,,medium,
a03807d4-fff8-45bb-a6ac-274dcdd2aab6,91fd3df6-c877-4800-8777-835387cab5d8,43d9b4e2-255d-41d3-8bce-4b59332ee697,3.00,0.00,2025-09-30 21:57:45.545439+00,,soft,,medium,
a06aaaeb-536c-4038-b0d3-844f95cd1b50,cf4ebb46-f975-4bf7-92c9-81f22c299ef0,df943449-d2c0-4ac8-bd3d-620c15690fa9,2.00,0.00,2025-10-01 12:57:09.932556+00,,soft,,medium,
a11cca7c-9c89-44ef-aa72-143ebe29f561,d9beb81f-a00a-450b-aa99-a3308431abb4,43d9b4e2-255d-41d3-8bce-4b59332ee697,6.00,0.00,2025-10-09 12:07:44.489617+00,,soft,,medium,
a4d7f437-d799-4153-8084-e4c376537339,b386f443-fc84-4b78-bcb0-568895288755,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2.50,0.00,2025-10-13 08:44:50.370966+00,,soft,,medium,
a6edb07b-6ed7-44f9-abc3-ee3633fcc7a2,faf290c5-374a-4f58-b119-0bad4b082f3f,9d6f7300-cca0-41a2-84c8-81f0eb490a58,6.00,0.00,2025-10-08 09:37:03.799507+00,,soft,,medium,
b3234914-38f5-4a08-949f-2ff67b8138e7,8fa2ce81-0618-405d-8d54-2e063b538e38,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-20 07:36:06.46484+00,,soft,,medium,
b430e690-8d88-4000-a52e-2c332556e318,4f6d809d-79ca-4d07-93bf-73c6ca3beffe,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-13 20:34:10.779472+00,,soft,,medium,
b61de7a9-1c36-40ff-be3b-36bc1a8b9284,c13bd467-52fd-49c1-8537-6732f4fed2dd,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2.00,0.00,2025-10-08 06:01:58.449104+00,,soft,,medium,
bc0bf89a-9775-4372-a9de-50fae81ed5fb,2b63e93e-9a07-4181-b7f7-5c87b96d56dd,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,0.70,0.00,2025-10-08 06:03:14.461779+00,,soft,,medium,
c55eff9d-f39c-4451-a009-fbc6af5bcf07,784eded6-017a-4ce1-a5a0-4d48f2cfe4bb,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.50,0.00,2025-10-16 07:12:28.699964+00,,soft,,medium,
c6298276-d8a9-4845-b56b-f8f382ad8523,09a0d88c-f0d2-4024-bc85-089070b8eaf4,43d9b4e2-255d-41d3-8bce-4b59332ee697,1.00,0.00,2025-10-07 14:28:49.745187+00,,soft,,medium,
c79ccae5-3469-472f-915c-f12625bb6cf0,54619d24-8787-40a5-a05c-2f4d349c2d46,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,1.50,0.00,2025-10-06 18:41:54.108408+00,,soft,,medium,
c7e1cf71-7a42-4c9c-91cb-7983c03d9999,6dfc1b24-3712-445f-8cc8-c6cb0a5cbbd3,43d9b4e2-255d-41d3-8bce-4b59332ee697,8.00,0.00,2025-10-09 12:03:57.415916+00,,soft,,medium,
cc5db997-26f7-4e11-8700-c69b456eff6c,da4a2041-db9e-4d08-8196-a3974e7a91db,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-13 08:46:30.96467+00,,soft,,medium,
cd1d0690-21f2-4655-a475-064dc05504f8,1461ae17-443b-4e0b-9c1e-4bd2e556b3fd,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,0.50,0.00,2025-10-08 06:04:00.826641+00,,soft,,medium,
cecd9edd-2ce6-4977-80c5-75de1070edc3,8e79b7f7-de16-4320-85b1-1d527a9bc362,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,1.00,0.00,2025-10-06 10:51:48.856985+00,,soft,,medium,
d0006bdf-8042-4156-b360-38181d37cb8c,b4d0d4d2-c478-4d6b-a0a5-4066af4cb807,71c3e755-066e-4c10-ad5f-81e807fb6aa7,0.50,0.00,2025-10-08 07:09:57.054537+00,,soft,,medium,
d0900aa4-cc5a-48ea-a91d-7cc78ce12858,5eba6c57-c1ac-4a2b-8a97-3d81f1f0147f,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,0.50,0.00,2025-09-30 09:16:45.197673+00,,soft,,medium,
d27ab64d-3840-49cf-bc8f-2dd746e9d3e7,b2cba981-0806-4985-a23e-a64df0c5c5a0,9d6f7300-cca0-41a2-84c8-81f0eb490a58,1.00,0.00,2025-10-07 05:19:19.668456+00,,soft,,medium,
d4053a9e-b0b9-41f3-8671-48960a7abea6,ad75a049-9cdd-4880-aa99-5f5ead3e7ae0,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-08 07:37:00.150034+00,,soft,,medium,
d966ebc9-662e-4c93-b975-3e6f96ea4cbf,66f7bad9-df85-40ed-af6b-fbc60256b7e3,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2.00,0.00,2025-10-09 10:17:57.647337+00,,soft,,medium,
daf0c5e5-21ef-41b6-b917-d4a295598ba3,0dd49568-b694-4066-b366-7c20b8fb2e9e,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-14 07:35:10.753455+00,,soft,,medium,
db9494a8-2c6f-4972-a0f2-d7fcb4624216,a23312ae-13a8-44ca-8f14-a8538c13e4d9,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-09 07:39:22.439619+00,,soft,,medium,
dcc70d47-e68a-4af3-a0fa-9fd995eb1a33,5ede10ca-6e43-4950-8b6e-2b9a4b0f03d4,71c3e755-066e-4c10-ad5f-81e807fb6aa7,0.50,0.00,2025-10-08 07:07:32.374344+00,,soft,,medium,
dd62cc62-3328-442f-aec1-e247ab632ba6,8d580102-bcc3-48af-bde5-95f1ba5dadf4,9d6f7300-cca0-41a2-84c8-81f0eb490a58,3.50,0.00,2025-10-09 08:49:06.455109+00,,soft,,medium,
ddaf9cf7-3fc8-470c-8588-900de0cfb0b1,8e13d05c-9ea2-4e77-a530-8497e48f7ab7,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,0.50,0.00,2025-10-09 07:35:03.907079+00,,soft,,medium,
dfba4224-5be9-4172-8817-460e220f2ec8,6be59e9b-05cf-4dea-9f92-71ca26e0cec9,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,1.00,0.00,2025-10-06 04:55:40.262614+00,,soft,,medium,
e2f964c8-05cf-4be3-ac40-640fa5a33c8f,fe7d56cb-1a6d-4df6-a2f6-cd16ce2aaa3f,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,0.50,0.00,2025-10-07 06:35:26.862351+00,,soft,,medium,
e5489f05-6931-45f9-b4dd-67fde8f309d8,68cb4470-5659-42cf-a44d-d52245e25ebb,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,0.50,0.00,2025-09-30 07:07:27.748955+00,,soft,,medium,
