id,project_id,name,description,planned_hours,actual_hours,hourly_rate,total_cost,status,created_by,created_at,updated_at,category_id,deadline,deadline_type,is_assigned_by_admin,deadline_reason,priority,completed_at,deadline_change_log
16136cfe-810e-44f2-bd56-61a9c5f59927,f5fc05f0-3fbb-4074-a109-4ac51eaf7c0a,разбор с ЛИВС причин медленной работы метода для МП по адресам,Задача создана из календаря: разбор с ЛИВС причин медленной работы метода для МП по адресам,0.50,0.00,0.00,0.00,closed,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2025-09-30 08:50:37.853744+00,2025-10-07 16:00:02.783388+00,,,,false,,medium,,
172ea436-f09a-4837-a67f-2e90d91cd3e9,9b8833bb-41db-4eea-b116-b3f605fbc8cf,разобраться с isapi,Создано из календаря,6.50,0.00,3500.00,22750.00,new,9d6f7300-cca0-41a2-84c8-81f0eb490a58,2025-10-07 06:35:07.648969+00,2025-10-07 06:35:08.16414+00,,,,false,,medium,,
188a6f4f-f708-4252-9903-0e38f50126df,f5fc05f0-3fbb-4074-a109-4ac51eaf7c0a,T6943 (2) Доработка отчетной формы для выгрузки в личный кабинет абонента,"2.	Доработка отчетной формы для выгрузки в личный кабинет абонента справки о расчетах (Биллинг-Дебиторская задолженность- Печать отчетов - отчет 7.3 Справка о расчетах – Excel) (приложение 2).
ССД п2 треб корректировка ",56.00,0.00,2500.00,140000.00,new,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-07 16:04:14.797837+00,2025-10-08 09:34:00.895963+00,,,,false,,medium,,
1a4d51b6-5574-4d15-8d92-0be90d4183e6,131ab617-2c39-4217-bbae-49a09d5d7900,"В карточке юнитов удалить из меню INSTRUCTIONS и оставить их только в Overview ",,2.00,0.00,0.00,0.00,planned,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-07 16:25:23.922727+00,2025-10-08 07:08:17.11661+00,,,,false,,medium,,
1b5b6ce9-140b-4510-852e-03bd9fa668ae,441ab6c9-c438-4973-bcd0-c445de2b65cb,разделение chatbot-engine на 2 порта,Создано из календаря,1.00,0.00,3500.00,3500.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-06 18:38:28.278792+00,2025-10-06 18:38:28.615481+00,,,,false,,medium,,
21e621bf-08e3-4076-a3d2-4436baeef32b,48b5cad1-77b9-4307-a9ae-3768cd523e8f,диагностика проблемы с переводом на запасной апп при отбое на входящем звонке в ЕП,Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-22 07:39:24.81692+00,2025-10-22 07:39:25.410187+00,,,,false,,medium,,
234c9169-40df-4401-9831-bb082fbc44d9,ab4402ad-22e3-4e23-8ba4-79cbb99d9455,восстановление работоспособности https://demo-rsst.yavlenie.pro/ https://demo-mvk.yavlenie.pro/,Создано из календаря,1.00,0.00,3500.00,3500.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-20 12:09:58.704839+00,2025-10-20 12:09:59.5517+00,,,,false,,medium,,
25046701-3680-4f2a-91d7-150b5606dbe7,5321abc1-81ff-4e35-8f43-600a0cd4e914,диагностика проблемы с непрохождением трафика до ВК,Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-21 07:32:35.494426+00,2025-10-21 07:32:35.934909+00,,,,false,,medium,,
2898a5e7-22a5-40eb-87dd-92b04123d7f3,f5fc05f0-3fbb-4074-a109-4ac51eaf7c0a,IM823426,"В тестовом мобильном приложении по Абоненту 90023735 пробовали удалить льготу, но в биллинг не приходит заявка на удаление. Прошу проверить тестовое приложение, а также промышленную версию.

у нас не реализовано удаление льготы, а должно быть реализовано ",0.00,0.00,2500.00,0.00,new,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-08 09:46:07.168692+00,2025-10-08 09:52:12.499586+00,,,,false,,medium,,
2b63e93e-9a07-4181-b7f7-5c87b96d56dd,5321abc1-81ff-4e35-8f43-600a0cd4e914,Обработка ошибок при поиске адресов в ЕГИС,Создано из календаря,0.70,0.00,3500.00,2450.00,new,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2025-10-08 06:03:14.12888+00,2025-10-08 06:03:14.461779+00,,,,false,,medium,,
2c55ccff-e977-43c2-8df2-fa8967b51273,5321abc1-81ff-4e35-8f43-600a0cd4e914,диагностика проблемы с недоступностью sed-ibd.mvk.ru у Риты,Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-16 07:14:11.55547+00,2025-10-16 07:14:11.939239+00,,,,false,,medium,,
2e0b59a3-74aa-4279-b345-1c6604f9bd90,ab4402ad-22e3-4e23-8ba4-79cbb99d9455,Поспать,Создано из календаря,8.00,0.00,3500.00,28000.00,new,e67f47f1-1413-416f-b6fd-c640886ef4fe,2025-10-03 09:47:46.52069+00,2025-10-03 09:47:46.707429+00,,,,false,,medium,,
2edac0a2-4c25-44c7-ae0b-a502f4d769ed,441ab6c9-c438-4973-bcd0-c445de2b65cb,перенос роботов GPT на контурные мощности,Создано из календаря,2.00,0.00,3500.00,7000.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-02 16:19:00.130903+00,2025-10-02 16:19:00.543966+00,,,,false,,medium,,
2fcc18d6-f8e0-4d07-a9c1-8ca21c2cf104,9b8833bb-41db-4eea-b116-b3f605fbc8cf,раскатывание trest-front,Создано из календаря,2.00,0.00,3500.00,7000.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-09 07:35:35.406513+00,2025-10-09 07:35:36.004479+00,,,,false,,medium,,
3102eeaf-b6b3-48db-8b6d-f2232e4f1b8e,ab4402ad-22e3-4e23-8ba4-79cbb99d9455,формирование данных и выгрузка данных для спеца по разметке,Создано из календаря,1.50,0.00,3500.00,5250.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-14 20:26:07.28587+00,2025-10-14 20:26:07.943641+00,,,,false,,medium,,
328c53f3-a1c9-446c-90e8-1df17484bedd,f5fc05f0-3fbb-4074-a109-4ac51eaf7c0a,Разбор плана задач по МП,Создано из календаря,0.50,0.00,0.00,0.00,closed,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2025-10-07 06:25:19.697244+00,2025-10-07 15:59:06.183362+00,,,,false,,medium,,
35753810-0bff-465b-b6ec-261b497e1b36,131ab617-2c39-4217-bbae-49a09d5d7900,"В меню MAINTENANCE исправить фильтрацию (при нажатии на один фильтр вылезает другой) ",,2.00,0.00,0.00,0.00,planned,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-07 16:28:01.501503+00,2025-10-07 16:29:42.851519+00,,,,false,,medium,,
36c4f5b6-db1a-449c-843d-a66b4ed0f1a0,441ab6c9-c438-4973-bcd0-c445de2b65cb,диагностика проблемы с деплоем GPT,Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-20 12:10:30.463605+00,2025-10-20 12:10:30.934348+00,,,,false,,medium,,
3856416d-6ed9-4852-ba22-50efe94e63b5,9b8833bb-41db-4eea-b116-b3f605fbc8cf,Разговоры о важном. Разворачивание и прочее,Создано из календаря,1.50,0.00,3500.00,5250.00,new,9d6f7300-cca0-41a2-84c8-81f0eb490a58,2025-10-09 11:35:20.148797+00,2025-10-09 11:35:20.67574+00,,,,false,,medium,,
38ec9011-d902-4895-9526-0cecb6bc09fc,9b8833bb-41db-4eea-b116-b3f605fbc8cf,Составление подробного ЧТЗ по проекту,,7.00,0.00,0.00,0.00,in-progress,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-03 08:18:56.690106+00,2025-10-03 08:19:21.567571+00,,,,false,,medium,,
3d9155a4-c8fc-437c-b3ac-fff5370e2d50,441ab6c9-c438-4973-bcd0-c445de2b65cb,Пробую решить проблему с дрожанием голоса в коннекторе. Пробую разпаралелить потоки,Создано из календаря,5.00,0.00,3500.00,17500.00,new,9d6f7300-cca0-41a2-84c8-81f0eb490a58,2025-10-07 07:56:21.2129+00,2025-10-07 07:56:21.913034+00,,,,false,,medium,,
3e7e9151-b0ea-499b-a0d5-e97dae6c0f26,441ab6c9-c438-4973-bcd0-c445de2b65cb,Работа с тикетами,Создано из календаря,8.00,0.00,3500.00,28000.00,new,43d9b4e2-255d-41d3-8bce-4b59332ee697,2025-10-09 12:02:37.473275+00,2025-10-09 12:02:38.338909+00,,,,false,,medium,,
3fe68925-119d-4417-b97f-58a9f93f2f26,9b8833bb-41db-4eea-b116-b3f605fbc8cf,разработка и запуск нового чекера по потокам камер,Создано из календаря,4.50,0.00,3500.00,15750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-16 14:58:43.073459+00,2025-10-16 14:58:43.758702+00,,,,false,,medium,,
405791b5-6fe7-441d-b05c-5e67dc32b744,f5fc05f0-3fbb-4074-a109-4ac51eaf7c0a,T6943 (1) Разработка процедуры оформления заявок в ЛК на сайте МВК и МП,"1.	Разработка процедуры оформления заявок в ЛК на сайте МВК и МП: оформление заявок на возврат денежных средств и получение справки об отсутствии задолженности, получение справки о расчетах (приложение 1).

три отчёта 
Рустем
5-10 полей на каждый, которые нужно заполнить 2 платформы
Антон 
нужен дизайнер 

прикинуть время 
запросить метод биллинга ",56.00,0.00,2500.00,140000.00,new,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-07 16:03:41.960332+00,2025-10-08 09:51:12.278887+00,,,,false,,medium,,
47302d0c-6998-4706-b3a0-af6a5f036628,5321abc1-81ff-4e35-8f43-600a0cd4e914,разбор проблемы с недоступностью egis,Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-08 07:39:43.628112+00,2025-10-08 07:39:44.076899+00,,,,false,,medium,,
482ce9a2-c25e-4118-89ba-72ceba91280e,9b8833bb-41db-4eea-b116-b3f605fbc8cf,деплой camchecker-prod,Создано из календаря,1.00,0.00,3500.00,3500.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-17 11:19:22.839044+00,2025-10-17 11:19:23.666199+00,,,,false,,medium,,
4965ad14-0f17-4858-83c6-f066ee508ff0,441ab6c9-c438-4973-bcd0-c445de2b65cb,разворот ветки new-model,Создано из календаря,2.00,0.00,3500.00,7000.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-10 07:26:02.0532+00,2025-10-10 07:26:02.991657+00,,,,false,,medium,,
4acddf57-ab63-41d7-a7bb-73832bf52e24,48b5cad1-77b9-4307-a9ae-3768cd523e8f,изменение доменов infobot.pro и применение этого в аппах,Создано из календаря,1.00,0.00,3500.00,3500.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-09 07:37:33.580676+00,2025-10-09 07:37:34.146903+00,,,,false,,medium,,
4d002f21-5c2c-4c24-8ecc-ade1b90702a9,5321abc1-81ff-4e35-8f43-600a0cd4e914,актуализация ссылок на файлы для разметки,Создано из календаря,3.50,0.00,3500.00,12250.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-21 07:34:45.568387+00,2025-10-21 07:34:45.955166+00,,,,false,,medium,,
4d8f3a2a-d84f-4c62-a137-05af23d426e9,5321abc1-81ff-4e35-8f43-600a0cd4e914,T7335  СУВ По вопросам контрольного снятия показаний. Вопрос по показаниям контроллера," Для сокращения количества звонков на горячую линию АО ""Мосводоканал"" (тел: 8-499-763-34-34) по вопросам контрольного снятия показаний сотрудниками СУВ, необходимо внедрить сценарий и внести соответствующие дополнения. Вопрос по показаниям контроллера. Нужна доработка ЛИВС - блок",46.00,0.00,2500.00,115000.00,new,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-07 15:51:15.204092+00,2025-10-07 15:51:15.204092+00,,,,false,,medium,,
4decd1b1-246a-4522-8f17-f2a763b113ad,44e6dc42-ac99-48da-bbc1-846042f5ce39,диагностика проблемы с отвалами telegram-bot-controler,Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-09 07:38:22.251008+00,2025-10-09 07:38:22.781162+00,,,,false,,medium,,
4f6d809d-79ca-4d07-93bf-73c6ca3beffe,ab4402ad-22e3-4e23-8ba4-79cbb99d9455,настройка ротации бэкапов гитлаба на FTP,Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-13 20:34:09.828758+00,2025-10-13 20:34:10.779472+00,,,,false,,medium,,
500e4276-385b-45a8-8925-9c3bf9656999,9b8833bb-41db-4eea-b116-b3f605fbc8cf,раскатывание trest-back,Создано из календаря,1.00,0.00,3500.00,3500.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-09 07:36:06.852985+00,2025-10-09 07:36:07.233461+00,,,,false,,medium,,
50ff40c4-b631-43a2-9bfb-de4309d00a81,441ab6c9-c438-4973-bcd0-c445de2b65cb,деплой dev,Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-08 07:35:18.264235+00,2025-10-08 07:35:19.382842+00,,,,false,,medium,,
54619d24-8787-40a5-a05c-2f4d349c2d46,44e6dc42-ac99-48da-bbc1-846042f5ce39,настройка и мониторинг таски meter_readings,Создано из календаря,1.50,0.00,3500.00,5250.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-06 18:41:53.662375+00,2025-10-06 18:41:54.108408+00,,,,false,,medium,,
546881ff-0707-4fdd-bab3-9572e056254f,5321abc1-81ff-4e35-8f43-600a0cd4e914,T6611 Ответы на вопросы заявителей по Договорам о подключении и техническим условиям (условиям подключения),"сдана и запущена в работу 
ушла в прод ",46.00,0.00,2500.00,115000.00,closed,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-07 16:12:19.336751+00,2025-10-08 09:17:54.233845+00,,,,false,,medium,,
54d80987-b024-4430-abbc-fee496e3570f,9b8833bb-41db-4eea-b116-b3f605fbc8cf,настройка тестового видеорегистратора,Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-16 07:10:31.765999+00,2025-10-16 07:10:32.659201+00,,,,false,,medium,,
5dc5b490-05eb-4523-aa40-9df8ce058cc4,5321abc1-81ff-4e35-8f43-600a0cd4e914,"T7308 Сценарий. Добавить дополнительные параметры проверки кодов плательщиков/лицевых счетов, изменение сценария по МКД до наступления даты перехода на прямые договоры","По сценариям ""Переход на расчеты через МФЦ"", ""Узнать лицевой счет"" добавить следующие параметры проверки:
1. Действующий/не действующий код плательщика;
2. Если несколько кодов плательщиков/лицевых счетов на одну квартиру с разными ФИО собственника – сверять и искать код плательщика/лицевой счет по соответствующему ФИО.

Внести изменения в сценарий ""Узнать лицевой счет"" для домов, запланированных для перехода на прямые расчеты в МВК:
1) исключить уточняющий вопрос о заполнении заявки;
2) изменить ответ робота согласно приложенному сценарию.",32.00,0.00,2500.00,80000.00,closed,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-07 16:14:33.800725+00,2025-10-08 10:13:36.91069+00,,,,false,,medium,,
5eba6c57-c1ac-4a2b-8a97-3d81f1f0147f,441ab6c9-c438-4973-bcd0-c445de2b65cb,проверка промптов для описания сценариев,Задача создана из календаря: проверка промптов для описания сценариев,0.50,0.00,3500.00,1750.00,new,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2025-09-30 09:16:44.477209+00,2025-09-30 09:16:45.197673+00,,,,false,,medium,,
5ede10ca-6e43-4950-8b6e-2b9a4b0f03d4,131ab617-2c39-4217-bbae-49a09d5d7900,Стрелочка пересекается в выборе страницы с полем home,,0.50,0.00,0.00,0.00,planned,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-07 16:33:59.712057+00,2025-10-08 07:07:32.374344+00,,,,false,,medium,,
60dc4f71-6913-44af-aac1-b18b32416a33,441ab6c9-c438-4973-bcd0-c445de2b65cb,Разбор тикетов ор и сув,Создано из календаря,3.00,0.00,3500.00,10500.00,new,df943449-d2c0-4ac8-bd3d-620c15690fa9,2025-10-08 09:52:26.449835+00,2025-10-08 09:52:29.819541+00,,,,false,,medium,,
66f7bad9-df85-40ed-af6b-fbc60256b7e3,441ab6c9-c438-4973-bcd0-c445de2b65cb,Разбор тикетов ОР,Создано из календаря,2.00,0.00,3500.00,7000.00,new,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2025-10-09 10:17:56.899192+00,2025-10-09 10:17:57.647337+00,,,,false,,medium,,
68cb4470-5659-42cf-a44d-d52245e25ebb,441ab6c9-c438-4973-bcd0-c445de2b65cb,Проверка МР Риты,Задача создана из календаря: Проверка МР Риты,0.50,0.00,3500.00,1750.00,new,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2025-09-30 07:07:27.316339+00,2025-09-30 07:07:27.748955+00,,,,false,,medium,,
69ec61fb-753a-4e79-9953-2b9a08387a63,5321abc1-81ff-4e35-8f43-600a0cd4e914,актуализация ссылок на файлы для разметки,Создано из календаря,3.00,0.00,3500.00,10500.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-22 07:34:02.999367+00,2025-10-22 07:34:03.994713+00,,,,false,,medium,,
6b242c3e-da94-45c2-9ac2-20963109dccf,ab4402ad-22e3-4e23-8ba4-79cbb99d9455,настройка оповещений из гитлаба в пачку,Создано из календаря,1.00,0.00,3500.00,3500.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-06 18:39:06.006473+00,2025-10-06 18:39:06.444316+00,,,,false,,medium,,
6b4cb561-3f08-454e-8673-3160cf3536ce,5321abc1-81ff-4e35-8f43-600a0cd4e914,T6250 Меню чат бота,"Новая версия чат-бота на единой платформе для всех мессенджеров с обновленным меню.

топ тем в самом начале диалога 
неоднозначные вопросы сопровождаются быстрыми подсказками по классификатору 

будут послед изменения в телеграм коннекторе 
Лёша может сделать генерацию кнопок в коннектор 2 часа 
Рита сформировать промпты и обработку ответа модели по предложениям 25 часов 
5 часов на проверки на Наташу и Лёшу ",50.00,0.00,2500.00,125000.00,new,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-07 15:41:45.031055+00,2025-10-08 08:53:23.693147+00,,,,false,,medium,,
6b5907d4-fc20-4422-9e82-c16db66657dc,5321abc1-81ff-4e35-8f43-600a0cd4e914,"T7397 Дополнения СУВ ""Сроки внесения изменений по результатам ранее направленных документов о контрольном снятии показаний""","Внесение дополнения в имеющиеся сценарии, по вопросам снятия контрольных показаний сотрудниками СУВ, независимый сценарий ""Сроки внесения изменений по результатам ранее направленных документов о контрольном снятии показаний""

Наташа 16 часов, Саша ",24.00,0.00,2500.00,60000.00,in-progress,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-07 15:46:55.752687+00,2025-10-08 09:01:14.033469+00,,,,false,,medium,,
6be59e9b-05cf-4dea-9f92-71ca26e0cec9,f5fc05f0-3fbb-4074-a109-4ac51eaf7c0a,Подготовка обновления пром версии,Создано из календаря,1.00,0.00,0.00,0.00,closed,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,2025-10-06 04:55:39.928887+00,2025-10-07 15:59:33.796542+00,,,,false,,medium,,
6dd4b16f-d1b2-4af9-9863-c28cbc3fd2d1,ab4402ad-22e3-4e23-8ba4-79cbb99d9455,"диагностика проблемы с неполучением сертификатов на домены yavlenie.pro  и www.yavlenie.pro ",Создано из календаря,1.00,0.00,3500.00,3500.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-06 07:59:29.119598+00,2025-10-06 07:59:29.836852+00,,,,false,,medium,,
6dfc1b24-3712-445f-8cc8-c6cb0a5cbbd3,441ab6c9-c438-4973-bcd0-c445de2b65cb,Работа с тикетами,Создано из календаря,8.00,0.00,3500.00,28000.00,new,43d9b4e2-255d-41d3-8bce-4b59332ee697,2025-10-09 12:03:57.097931+00,2025-10-09 12:03:57.415916+00,,,,false,,medium,,
6fde2fee-a361-4f48-ba88-6ea705a0640b,f5fc05f0-3fbb-4074-a109-4ac51eaf7c0a,T6495,"Абонентов в Личный Кабинет  и Мобильное Приложение АО ""Мосводоканал"", расчёт у которых выполнен по среднесуточному расходу,  по норме, нет расхода на экране должно появляться  всплывающее окно следующего содержания:
     ""По Абоненту №…….. ________  (период)  расчёт выполнен по среднесуточному расходу. Необходимо передать показания счётчиков ХВС и ГВС  с  20 числа отчётного месяца до окончания первого календарного дня следующего месяца. Перерасчёт будет выполнен автоматически.  Письменное обращение не требуется"".
     ""По Абоненту №…….               (период)  расчёт выполнен по нормативной величине.   Необходимо передать показания счётчиков ХВС и ГВС  с  20 числа отчётного месяца до окончания первого календарного дня следующего месяца. Перерасчёт будет выполнен автоматически.  Письменное обращение не требуется"".
""По Абоненту №…….. в связи с отсутствием водопотребления платёжные документы не выставлены"".

нужно найти ФЗ, какой статус со стороны ЛК ",0.00,0.00,2500.00,0.00,new,8d97a5a2-98ea-4b4b-8f4a-0069d389e2ec,2025-10-08 09:44:30.797506+00,2025-10-08 09:53:34.851257+00,,,,false,,medium,,
72edf77e-1662-4e5d-8a6d-04e40b4f20c5,5321abc1-81ff-4e35-8f43-600a0cd4e914,деплой и тестирование Asterisk connector,Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-16 07:11:43.618141+00,2025-10-16 07:11:44.004033+00,,,,false,,medium,,
740ba8c8-daa8-4b1b-98e7-cd3f16090eb0,f5fc05f0-3fbb-4074-a109-4ac51eaf7c0a,"Обновление Gradle, необходимых зависимостей, устаревших объектов",Создано из календаря,24.00,0.00,0.00,0.00,closed,3fa63763-42e0-4ffa-8eb4-e25762df96db,2025-10-07 03:48:43.023654+00,2025-10-07 15:59:20.117328+00,,,,false,,medium,,
784eded6-017a-4ce1-a5a0-4d48f2cfe4bb,44e6dc42-ac99-48da-bbc1-846042f5ce39,деплой dataloader,Создано из календаря,1.50,0.00,3500.00,5250.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-16 07:12:27.981939+00,2025-10-16 07:12:28.699964+00,,,,false,,medium,,
7ba468ea-98e3-4052-92c6-5d5c745f3feb,ab4402ad-22e3-4e23-8ba4-79cbb99d9455,диагностика проблемы с факапами при билде docker-образов (проблема на стороне aws),Создано из календаря,0.50,0.00,3500.00,1750.00,new,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,2025-10-21 07:33:32.938875+00,2025-10-21 07:33:33.396656+00,,,,false,,medium,,
