id,employee_id,project_id,date,start_time,end_time,task,planned_hours,actual_hours,status,category,created_at,parent_task_id,task_sequence,total_task_hours,is_paused,paused_at,resumed_at,is_recurring,recurrence_type,recurrence_interval,recurrence_end_date,recurrence_days,parent_recurring_id,recurrence_count,task_id,deadline,deadline_type,is_assigned_by_admin,deadline_reason,completed_at,start_at_utc,end_at_utc,description
1821b7e8-909d-428e-b34f-abf0311103cd,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-10-07,09:30:00,10:00:00,Обновление прод ЕП и ЧБ,0.50,0.50,completed,Тестирование,2025-10-07 06:21:51.118551+00,,,,false,,,false,,1,,,,,,2025-10-08,soft,false,,,2025-10-07 04:30:00+00,2025-10-07 05:00:00+00,
18b2b6f2-670d-45c2-8729-4192592b7333,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-08,09:30:00,11:30:00,Разбор тикетов ОР,2.00,1.50,completed,Исправление багов,2025-10-08 06:01:57.708808+00,,,,false,,,false,,1,,,,,,2025-10-13,soft,false,,,2025-10-08 04:30:00+00,2025-10-08 06:30:00+00,
19c2c7d9-ff4f-41d1-b448-fa97a2218749,9d6f7300-cca0-41a2-84c8-81f0eb490a58,9b8833bb-41db-4eea-b116-b3f605fbc8cf,2025-09-25,10:00:00,19:00:00,"PWA знакомства. Как установить потом на телефон. Доступ к камере, видео, фото, push уведомления.
Итог: есть работающий пример с видео, фото, аудио. Push - пока нет",9.00,9.00,in-progress,Разработка,2025-09-25 05:35:53.703014+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-25 10:00:00+00,2025-09-25 19:00:00+00,
19dd9e2c-05da-4c75-b5d8-fe5181f1c948,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-10-15,15:00:00,15:30:00,решение проблемы с недоступностью 11labs.yavlenie.pro,0.50,0.50,completed,,2025-10-16 07:13:20.48134+00,,,,false,,,false,,1,,,,,,2025-10-16,soft,false,,,2025-10-15 10:00:00+00,2025-10-15 10:30:00+00,
1aa6e3a9-4ddf-484b-8837-db58db505ca9,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,9b8833bb-41db-4eea-b116-b3f605fbc8cf,2025-10-08,16:00:00,18:00:00,раскатывание trest-front,2.00,2.00,completed,Development,2025-10-09 07:35:35.401309+00,,,,false,,,false,,1,,,,,,2025-10-09,soft,false,,,2025-10-08 11:00:00+00,2025-10-08 13:00:00+00,
1b0f31f8-1cd0-4b02-b17d-fd55f1277006,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,9b8833bb-41db-4eea-b116-b3f605fbc8cf,2025-10-15,17:00:00,17:30:00,настройка тестового видеорегистратора,0.50,0.50,completed,,2025-10-16 07:10:31.765999+00,,,,false,,,false,,1,,,,,,2025-10-16,soft,false,,,2025-10-15 12:00:00+00,2025-10-15 12:30:00+00,
1b75580f-7062-4a17-9ca3-0ef9cf29571b,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-09-24,11:30:00,13:30:00,Встроить TTS синтез речи в основного гпт робота,2.00,2.00,completed,Разработка,2025-09-24 05:04:10.236099+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-24 11:30:00+00,2025-09-24 13:30:00+00,
1d356f63-1447-486c-843f-93fe355d49f9,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,44e6dc42-ac99-48da-bbc1-846042f5ce39,2025-09-23,20:00:00,22:00:00,обновление образа rosseti-server,2.00,2.00,completed,Поддержка,2025-09-24 06:40:36.568753+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-23 20:00:00+00,2025-09-23 22:00:00+00,
1da3b625-efaf-4ea7-8c50-030c847cdf9c,71c3e755-066e-4c10-ad5f-81e807fb6aa7,131ab617-2c39-4217-bbae-49a09d5d7900,2025-10-08,14:30:00,15:00:00,Фикс отображение стрелки меню навигации,0.50,0.50,completed,Исправление багов,2025-10-08 07:11:43.840224+00,,,,false,,,false,,1,,,,,,2025-10-09,soft,false,,,2025-10-08 09:30:00+00,2025-10-08 10:00:00+00,
1fbe83e8-d0cd-459e-89ea-37c80a2172d2,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,44e6dc42-ac99-48da-bbc1-846042f5ce39,2025-10-22,09:00:00,10:00:00,диагностика проблем по синхронизации routes и деплой нового dataloader,1.00,1.00,completed,,2025-10-22 07:35:11.502416+00,,,,false,,,false,,1,,,,,,2025-10-23,soft,false,,,2025-10-22 04:00:00+00,2025-10-22 05:00:00+00,
20d2e863-24c4-4745-b931-7f357462ec59,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-09-23,02:00:00,02:30:00,"диагностика проблемы с библиотекой libc6 на сервере pbx-sbc ",0.50,0.50,completed,Исследование,2025-09-23 06:32:08.285113+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-23 02:00:00+00,2025-09-23 02:30:00+00,
21f2decf-4bee-4d27-abd2-f4a7e459db5b,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,f5fc05f0-3fbb-4074-a109-4ac51eaf7c0a,2025-09-23,10:30:00,11:00:00,"Проверка MR Рустема по мобильному приложению для работы справочника документов на тестовом стенде МВК.
Обновление тестового стенда.",0.50,0.50,completed,Код-ревью,2025-09-23 06:36:41.9786+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-23 10:30:00+00,2025-09-23 11:00:00+00,
241a04fd-7e55-4ad7-b23b-f2796407487a,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-09-26,17:00:00,19:00:00,перенос серверов с роботами gpt в контур и настрока мониторинга,2.00,2.00,completed,Разработка,2025-10-02 16:06:56.875002+00,,,,false,,,false,,1,,,,,,,,false,,,,,
2423f9ef-4fdc-43df-80bc-c243a97da1ed,43d9b4e2-255d-41d3-8bce-4b59332ee697,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-03,08:00:00,16:00:00,Работа с тикетами,8.00,8.00,completed,Исправление багов,2025-10-09 12:02:37.472518+00,,,,false,,,false,,1,,,,,,2025-10-13,soft,false,,,2025-10-03 05:00:00+00,2025-10-03 13:00:00+00,
262bd9d6-6765-4822-a8bf-d1c807eca123,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,44e6dc42-ac99-48da-bbc1-846042f5ce39,2025-10-15,17:30:00,19:00:00,деплой dataloader,1.50,1.50,completed,Development,2025-10-16 07:12:27.962027+00,,,,false,,,false,,1,,,,,,2025-10-16,soft,false,,,2025-10-15 12:30:00+00,2025-10-15 14:00:00+00,
2723ab17-5347-4f98-8700-52ce5ae3ae89,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-10-21,20:59:00,23:59:00,актуализация ссылок на файлы для разметки,3.00,3.00,completed,,2025-10-22 07:34:02.999363+00,,,,false,,,false,,1,,,,,,2025-10-22,soft,false,,,2025-10-21 15:59:00+00,2025-10-21 18:59:00+00,
2b6f1a92-b188-4deb-a962-72a2f05ed754,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-07,11:30:00,12:30:00,"Разбор тикетов, доработка ОР",1.00,1.00,completed,Development,2025-10-07 06:37:38.303127+00,,,,false,,,false,,1,,,,,,2025-10-08,soft,false,,,2025-10-07 06:30:00+00,2025-10-07 07:30:00+00,
2beb8b70-ad09-4fbd-a11c-32ec7bff012d,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-09-23,11:30:00,13:00:00,Замена TTS сервиса (голос) в гпт версии аварийного робота,1.50,2.00,in-progress,Разработка,2025-09-23 06:38:58.400087+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-23 11:30:00+00,2025-09-23 13:00:00+00,
2bf02873-169b-4ff8-8302-c09da5aaa250,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-09-25,21:00:00,21:30:00,настройка gpu-серверв в ВК,0.50,0.50,completed,Разработка,2025-09-25 17:52:25.008952+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-25 21:00:00+00,2025-09-25 21:30:00+00,
2db0953b-4334-45f8-8d4a-f50516062b30,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-09-29,20:30:00,21:00:00,поиск информации по проблемному звонку на mvk-app-c1 prod,0.50,0.50,completed,Исследование,2025-09-30 04:40:11.942319+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-29 20:30:00+00,2025-09-29 21:00:00+00,
2dfd9d35-7798-4fec-bdfb-be2dc401fc41,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-10,09:00:00,09:30:00,"обновление, добавление MINIMAX_MODEL",0.50,0.50,planned,,2025-10-10 07:27:39.954443+00,,,,false,,,false,,1,,,,,,2025-10-13,soft,false,,,2025-10-10 04:00:00+00,2025-10-10 04:30:00+00,
3503f3e0-c114-49a2-ad27-3c6b0908ee23,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-09-29,15:00:00,03:00:00,запуск mvk-asterisk-connector,11.00,11.00,completed,Разработка,2025-09-30 04:36:36.158873+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-29 15:00:00+00,2025-09-29 03:00:00+00,
39bbfe4a-260e-446c-871f-d7232257ccb7,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,9b8833bb-41db-4eea-b116-b3f605fbc8cf,2025-10-16,15:00:00,19:30:00,разработка и запуск нового чекера по потокам камер,4.50,4.50,completed,Разработка,2025-10-16 14:58:43.073458+00,,,,false,,,false,,1,,,,,,2025-10-17,soft,false,,,2025-10-16 10:00:00+00,2025-10-16 14:30:00+00,
3a83957b-b5d4-4408-abf2-a5e9a8369207,71c3e755-066e-4c10-ad5f-81e807fb6aa7,131ab617-2c39-4217-bbae-49a09d5d7900,2025-10-08,14:00:00,14:10:00,Мердж импрота данных,0.50,0.50,completed,Проверка MR,2025-10-08 07:09:56.667973+00,,,,false,,,false,,1,,,,,,2025-10-09,soft,false,,,2025-10-08 09:00:00+00,2025-10-08 09:10:00+00,
3b74842f-dcc0-4422-9766-c7bf1e2e5a58,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-14,11:00:00,11:30:00,выгрузка аудиозаписей,0.50,0.50,completed,,2025-10-14 07:35:10.204554+00,,,,false,,,false,,1,,,,,,2025-10-15,soft,false,,,2025-10-14 06:00:00+00,2025-10-14 06:30:00+00,
3cde152f-7116-4eff-aa5c-ac0b206cc36a,85abf61d-fc4e-4197-9fe8-e20b695366a7,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-09-23,12:00:00,14:30:00,Настройка и проверка коннектор-коллектора,4.00,0.00,planned,Разработка,2025-09-23 12:52:32.137926+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-23 12:00:00+00,2025-09-23 14:30:00+00,
3ecbc6d4-bd73-4d77-ab44-c8f33f7dd35b,43d9b4e2-255d-41d3-8bce-4b59332ee697,518ee31c-f967-4465-be1a-5805a29d707d,2025-10-08,16:00:00,22:00:00,Работа с аварийным роботом на n8n,6.00,6.00,completed,Development,2025-10-09 12:07:44.200026+00,,,,false,,,false,,1,,,,,,2025-10-13,soft,false,,,2025-10-08 13:00:00+00,2025-10-08 19:00:00+00,
4093f699-a3ab-4134-9739-94e3fd5a82a1,df943449-d2c0-4ac8-bd3d-620c15690fa9,f5fc05f0-3fbb-4074-a109-4ac51eaf7c0a,2025-09-23,23:00:00,01:00:00,Тест правок на test стенде,2.00,2.00,completed,Тестирование,2025-09-23 12:59:25.539525+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-23 23:00:00+00,2025-09-23 01:00:00+00,
425cece6-a30a-4230-9d90-03676a90cba0,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-10,12:00:00,12:30:00,диагностика проблемы со сбросами на dev версии,0.50,0.20,completed,,2025-10-10 08:36:47.198868+00,,,,false,,,false,,1,,,,,,2025-10-13,soft,false,,,2025-10-10 07:00:00+00,2025-10-10 07:30:00+00,
434ddb9b-e347-4830-a24f-0ff175ce8b2d,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-09-30,15:00:00,15:30:00,проверка промптов для описания сценариев,0.50,0.00,in-progress,Код-ревью,2025-09-30 09:16:44.477033+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-30 15:00:00+00,2025-09-30 15:30:00+00,
448bdc39-1d47-48a0-8851-111a6f816a39,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,ab4402ad-22e3-4e23-8ba4-79cbb99d9455,2025-10-20,18:00:00,18:30:00,"выдать доступы Денису Бельскому, создать ящик",0.50,0.50,completed,,2025-10-21 07:35:23.344282+00,,,,false,,,false,,1,,,,,,2025-10-21,soft,false,,,2025-10-20 13:00:00+00,2025-10-20 13:30:00+00,
477a9343-c6a6-4807-acad-87587c89787a,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-10,11:30:00,12:30:00,разворот ветки new-model,1.00,1.00,completed,,2025-10-10 07:26:24.315476+00,,,,false,,,false,,1,,,,,,2025-10-13,soft,false,,,2025-10-10 06:30:00+00,2025-10-10 07:30:00+00,
4888bf6a-ce2e-4829-b9f0-9cb0b426858e,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,44e6dc42-ac99-48da-bbc1-846042f5ce39,2025-09-23,13:00:00,14:00:00,"исправление проблемы с неотправкой ежедневного отчёте в телегу, правка скрипта для отчёта",1.00,1.00,completed,Поддержка,2025-09-23 05:56:55.493206+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-23 13:00:00+00,2025-09-23 14:00:00+00,
4da1ca7f-a2b9-4ecd-9f8e-c4238d1bee77,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,44e6dc42-ac99-48da-bbc1-846042f5ce39,2025-10-20,14:00:00,14:30:00,деплой dataloader,0.50,0.50,completed,,2025-10-21 07:35:54.184095+00,,,,false,,,false,,1,,,,,,2025-10-21,soft,false,,,2025-10-20 09:00:00+00,2025-10-20 09:30:00+00,
4e1b6b78-f94c-4898-bd3f-30abc493d391,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-10-17,11:00:00,12:00:00,диагностика сетевой проблемы с неполучением озвучки от ASR в ВК,1.00,1.00,completed,,2025-10-17 11:20:01.571647+00,,,,false,,,false,,1,,,,,,2025-10-20,soft,false,,,2025-10-17 06:00:00+00,2025-10-17 07:00:00+00,
4ee62bf6-c184-42a5-ac69-56fb76347b08,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-10-06,17:00:00,18:00:00,Подготовка МР в прод ЕП,1.00,2.00,planned,Проверка MR,2025-10-06 11:04:39.081723+00,,,,false,,,false,,1,,,,,,2025-10-09,soft,false,,,2025-10-06 12:00:00+00,2025-10-06 13:00:00+00,
4f5a185f-a5d2-440c-95af-21f374a03324,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-09-25,19:20:00,19:50:00,диагностика проблемы с долгими ответами на dev-версии,0.50,0.50,completed,Исследование,2025-09-25 17:54:40.09734+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-25 19:20:00+00,2025-09-25 19:50:00+00,
507dc5c0-27eb-486b-b45a-511831f4e790,9d6f7300-cca0-41a2-84c8-81f0eb490a58,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-08,09:00:00,15:00:00,Вариационное отключение поторапливание,6.00,6.00,completed,,2025-10-08 09:37:03.257027+00,,,,false,,,false,,1,,,,,,2025-10-10,soft,false,,,2025-10-08 04:00:00+00,2025-10-08 10:00:00+00,
52b2f8ce-7a35-4d8a-80d6-72bb591af108,43d9b4e2-255d-41d3-8bce-4b59332ee697,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-09,08:00:00,16:00:00,Работа над оставшимися тикетами до 10.10,8.00,0.00,in-progress,Исправление багов,2025-10-09 12:09:50.403148+00,,,,false,,,false,,1,,,,,,2025-10-13,soft,false,,,2025-10-09 05:00:00+00,2025-10-09 13:00:00+00,
53b0753a-23a5-4e38-86d7-3941de433982,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-09,21:00:00,23:00:00,разворот ветки new-model,2.00,2.00,completed,,2025-10-10 07:26:02.05321+00,,,,false,,,false,,1,,,,,,2025-10-10,soft,false,,,2025-10-09 16:00:00+00,2025-10-09 18:00:00+00,
592dae79-ddb4-4d97-8a70-0d93947ba3ef,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,ab4402ad-22e3-4e23-8ba4-79cbb99d9455,2025-10-13,00:00:00,00:30:00,настройка редиректа на yavlenie.pro,0.50,0.50,completed,,2025-10-14 07:31:51.942226+00,,,,false,,,false,,1,,,,,,2025-10-14,soft,false,,,2025-10-12 19:00:00+00,2025-10-12 19:30:00+00,
5c9c553c-a743-426e-8521-1eedc1dcfbad,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-20,16:30:00,17:00:00,диагностика проблемы с деплоем GPT,0.50,0.50,completed,,2025-10-20 12:10:30.486003+00,,,,false,,,false,,1,,,,,,2025-10-21,soft,false,,,2025-10-20 11:30:00+00,2025-10-20 12:00:00+00,
5ca77a02-3e8d-4a48-8f53-88d247907760,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-10-07,16:00:00,17:00:00,перевод ботов на gpt-5,1.00,1.00,completed,Development,2025-10-08 07:35:43.194888+00,,,,false,,,false,,1,,,,,,2025-10-08,soft,false,,,2025-10-07 11:00:00+00,2025-10-07 12:00:00+00,
5de14afd-942c-4a5c-8a1d-84fbf9b37ef2,33f3b0ac-60ea-4d41-8f4e-d81fcb45d433,9b8833bb-41db-4eea-b116-b3f605fbc8cf,2025-09-29,13:00:00,16:00:00,выявление недостающих объектов по видео,3.00,3.00,completed,,2025-10-02 16:11:35.484078+00,,,,false,,,false,,1,,,,,,2025-09-30,soft,false,,,2025-09-29 08:00:00+00,2025-09-29 11:00:00+00,
5f525407-4e18-4d1e-8a5e-0ed91930fd5f,43d9b4e2-255d-41d3-8bce-4b59332ee697,d35fde10-4e0b-4725-bbe6-e0c1de7ee177,2025-10-01,07:00:00,11:00:00,MVKGPT-340;508;509;,4.00,4.00,completed,Development,2025-10-01 07:53:35.002843+00,,,,false,,,false,,1,,,,,,2025-10-06,soft,false,,,2025-10-01 04:00:00+00,2025-10-01 08:00:00+00,
6111ee01-076c-4b1f-adf2-550832f47ba4,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,441ab6c9-c438-4973-bcd0-c445de2b65cb,2025-09-30,12:30:00,13:00:00,Проверка МР Риты,0.50,0.00,in-progress,Код-ревью,2025-09-30 07:07:27.316348+00,,,,false,,,false,,1,,,,,,,,false,,,2025-09-30 12:30:00+00,2025-09-30 13:00:00+00,
62b1c044-15b1-48d5-888f-fde7ad3f0b0f,a8abb6c3-d51c-4039-a1f2-93f5d98d2a20,5321abc1-81ff-4e35-8f43-600a0cd4e914,2025-09-30,12:30:00,13:00:00,проверка звонка при приему показания от Слюнина,0.50,0.00,in-progress,Тестирование,2025-09-30 07:00:16.214486+00,,,,false,,,false,,1,,,,,,,soft,false,,,2025-09-30 12:30:00+00,2025-09-30 13:00:00+00,
64b7f75a-1c70-44e5-86dd-201ec412fea5,9d6f7300-cca0-41a2-84c8-81f0eb490a58,9b8833bb-41db-4eea-b116-b3f605fbc8cf,2025-10-07,11:30:00,13:00:00,разобраться с isapi - доступа к данным у нас нет,6.50,1.50,completed,Development,2025-10-07 06:35:07.650662+00,,,,false,,,false,,1,,,,,,2025-10-10,soft,false,,,2025-10-07 06:30:00+00,2025-10-07 08:00:00+00,
